bin,timestamp_index,bin_death_index,pageid,timestamp,views,views_adjusted,share
14,104,-49,568105,20200414,10396,8397,0.00000483
15,111,-48,568105,20200421,11902,9510,0.00000551
16,118,-47,568105,20200428,9856,8329,0.00000480
17,125,-46,568105,20200505,12598,11229,0.00000648
18,132,-45,568105,20200512,17294,15822,0.00000912
19,139,-44,568105,20200519,12454,11889,0.00000685
20,146,-43,568105,20200526,10221,10111,0.00000583
21,153,-42,568105,20200602,11409,11333,0.00000655
22,160,-41,568105,20200609,10589,10653,0.00000614
23,167,-40,568105,20200616,9516,9761,0.00000562
24,174,-39,568105,20200623,9941,10386,0.00000601
25,181,-38,568105,20200630,10411,10785,0.00000622
26,188,-37,568105,20200707,13510,13906,0.00000800
27,195,-36,568105,20200714,10587,10746,0.00000621
28,202,-35,568105,20200721,9972,10240,0.00000589
29,209,-34,568105,20200728,13024,13847,0.00000798
30,216,-33,568105,20200804,9450,10057,0.00000579
31,223,-32,568105,20200811,9409,9700,0.00000559
32,230,-31,568105,20200818,8048,8281,0.00000476
33,237,-30,568105,20200825,9439,9584,0.00000555
34,244,-29,568105,20200901,9516,10032,0.00000579
35,251,-28,568105,20200908,9089,9401,0.00000542
36,258,-27,568105,20200915,7853,8157,0.00000470
37,265,-26,568105,20200922,9517,9857,0.00000565
38,272,-25,568105,20200929,9660,10033,0.00000579
39,279,-24,568105,20201006,7144,7003,0.00000403
40,286,-23,568105,20201013,7253,7086,0.00000409
41,293,-22,568105,20201020,10674,10434,0.00000601
42,300,-21,568105,20201027,9624,9380,0.00000539
43,307,-20,568105,20201103,8135,7355,0.00000423
44,314,-19,568105,20201110,10386,9759,0.00000559
45,321,-18,568105,20201117,9344,8770,0.00000505
46,328,-17,568105,20201124,12589,12028,0.00000694
47,335,-16,568105,20201201,17933,17679,0.00001015
48,342,-15,568105,20201208,8853,8730,0.00000503
49,349,-14,568105,20201215,8185,8397,0.00000484
50,356,-13,568105,20201222,8540,8667,0.00000500
51,363,-12,568105,20201229,10737,10252,0.00000587
52,370,-11,568105,20210105,10577,9860,0.00000570
53,377,-10,568105,20210112,12090,11394,0.00000655
54,384,-9,568105,20210119,9802,9114,0.00000524
55,391,-8,568105,20210126,17746,17111,0.00000975
56,398,-7,568105,20210202,12626,12084,0.00000693
57,405,-6,568105,20210209,12044,11639,0.00000671
58,412,-5,568105,20210216,11359,10805,0.00000622
59,419,-4,568105,20210223,10723,9965,0.00000575
60,426,-3,568105,20210302,11298,10626,0.00000611
61,433,-2,568105,20210309,11130,10465,0.00000606
62,440,-1,568105,20210316,11975,11470,0.00000662
63,447,0,568105,20210323,816219,783014,0.00045170
64,454,1,568105,20210330,65575,64492,0.00003719
65,461,2,568105,20210406,96020,92256,0.00005258
66,468,3,568105,20210413,38210,37581,0.00002152
67,475,4,568105,20210420,33091,31767,0.00001857
68,482,5,568105,20210427,24667,24429,0.00001403
69,489,6,568105,20210504,24272,24137,0.00001384
70,496,7,568105,20210511,19311,18937,0.00001094
71,503,8,568105,20210518,18863,18568,0.00001067
72,510,9,568105,20210525,16491,16435,0.00000945
73,517,10,568105,20210601,14150,14311,0.00000825
74,524,11,568105,20210608,16849,17687,0.00001016
75,531,12,568105,20210615,16467,17572,0.00001010
76,538,13,568105,20210622,12687,13686,0.00000788
77,545,14,568105,20210629,13455,13706,0.00000789
78,552,15,568105,20210706,12386,12330,0.00000712
79,559,16,568105,20210713,11488,12048,0.00000694
80,566,17,568105,20210720,11892,12093,0.00000697
81,573,18,568105,20210727,12651,12777,0.00000736
82,580,19,568105,20210803,17370,17559,0.00001010
83,587,20,568105,20210810,38969,40770,0.00002337
84,594,21,568105,20210817,14339,14747,0.00000849
85,601,22,568105,20210824,17114,17758,0.00001021
86,608,23,568105,20210831,15034,15833,0.00000910
87,615,24,568105,20210907,18440,19186,0.00001102
88,622,25,568105,20210914,33930,35751,0.00002066
89,629,26,568105,20210921,71791,76749,0.00004389
90,636,27,568105,20210928,17135,18370,0.00001056
91,643,28,568105,20211005,15281,16431,0.00000946
92,650,29,568105,20211012,13585,14612,0.00000839
93,657,30,568105,20211019,11506,12358,0.00000712
94,664,31,568105,20211026,14007,15033,0.00000863
95,671,32,568105,20211102,11726,12829,0.00000735
96,678,33,568105,20211109,9739,10699,0.00000616
97,685,34,568105,20211116,11535,12818,0.00000738
98,692,35,568105,20211123,17577,19864,0.00001130
99,699,36,568105,20211130,10504,11766,0.00000679
100,706,37,568105,20211207,9400,10439,0.00000601
101,713,38,568105,20211214,18431,21467,0.00001226
102,720,39,568105,20211221,14064,16053,0.00000923
0,2,-66,62093,20200103,293907,269834,0.00015463
1,9,-65,62093,20200110,418310,387751,0.00022375
2,16,-64,62093,20200117,357157,332604,0.00019191
3,23,-63,62093,20200124,235119,218150,0.00012554
4,30,-62,62093,20200131,168255,161180,0.00009253
5,37,-61,62093,20200207,152170,141356,0.00008139
6,44,-60,62093,20200214,139999,131175,0.00007571
7,51,-59,62093,20200221,128146,122749,0.00007079
8,58,-58,62093,20200228,120537,116492,0.00006728
9,65,-57,62093,20200306,120536,118891,0.00006882
10,72,-56,62093,20200313,167306,172027,0.00009937
11,79,-55,62093,20200320,267677,244694,0.00014176
12,86,-54,62093,20200327,264735,221657,0.00012740
13,93,-53,62093,20200403,267172,210982,0.00012212
14,100,-52,62093,20200410,190151,149638,0.00008637
15,107,-51,62093,20200417,211905,170401,0.00009821
16,114,-50,62093,20200424,154299,123822,0.00007147
17,121,-49,62093,20200501,140933,123765,0.00007130
18,128,-48,62093,20200508,138387,124715,0.00007190
19,135,-47,62093,20200515,118298,110318,0.00006365
20,142,-46,62093,20200522,114053,109755,0.00006329
21,149,-45,62093,20200529,127689,128215,0.00007393
22,156,-44,62093,20200605,259544,258518,0.00014806
23,163,-43,62093,20200612,186037,189774,0.00010910
24,170,-42,62093,20200619,107792,112235,0.00006478
25,177,-41,62093,20200626,102226,107348,0.00006191
26,184,-40,62093,20200703,117327,120041,0.00006914
27,191,-39,62093,20200710,117037,120155,0.00006924
28,198,-38,62093,20200717,176564,180052,0.00010384
29,205,-37,62093,20200724,138823,143415,0.00008252
30,212,-36,62093,20200731,131838,140963,0.00008110
31,219,-35,62093,20200807,109059,114621,0.00006601
32,226,-34,62093,20200814,127028,131227,0.00007569
33,233,-33,62093,20200821,150132,153461,0.00008852
34,240,-32,62093,20200828,143792,148148,0.00008545
35,247,-31,62093,20200904,134400,140434,0.00008105
36,254,-30,62093,20200911,136156,141054,0.00008144
37,261,-29,62093,20200918,114170,117625,0.00006774
38,268,-28,62093,20200925,119930,124309,0.00007158
39,275,-27,62093,20201002,127241,129298,0.00007422
40,282,-26,62093,20201009,154472,151813,0.00008730
41,289,-25,62093,20201016,152288,148781,0.00008561
42,296,-24,62093,20201023,139071,134848,0.00007771
43,303,-23,62093,20201030,160208,153163,0.00008786
44,310,-22,62093,20201106,220699,199515,0.00011519
45,317,-21,62093,20201113,874643,812446,0.00047254
46,324,-20,62093,20201120,1259617,1196638,0.00069001
47,331,-19,62093,20201127,912989,878315,0.00050735
48,338,-18,62093,20201204,670928,662037,0.00038161
49,345,-17,62093,20201211,515808,512315,0.00029558
50,352,-16,62093,20201218,399007,418509,0.00024140
51,359,-15,62093,20201225,495549,488301,0.00028145
52,366,-14,62093,20210101,412582,382928,0.00022175
53,373,-13,62093,20210108,355650,329022,0.00019024
54,380,-12,62093,20210115,276405,259368,0.00014935
55,387,-11,62093,20210122,234502,220760,0.00012737
56,394,-10,62093,20210129,225009,214907,0.00012400
57,401,-9,62093,20210205,198956,190112,0.00010965
58,408,-8,62093,20210212,336456,323791,0.00018599
59,415,-7,62093,20210219,421617,397093,0.00022852
60,422,-6,62093,20210226,419609,390463,0.00022530
61,429,-5,62093,20210305,873972,823795,0.00047467
62,436,-4,62093,20210312,758255,720451,0.00041354
63,443,-3,62093,20210319,483917,466130,0.00026797
64,450,-2,62093,20210326,284461,278433,0.00016068
65,457,-1,62093,20210402,230760,224010,0.00012891
66,464,0,62093,20210409,7180363,6768666,0.00396670
67,471,1,62093,20210416,1913203,1851112,0.00107687
68,478,2,62093,20210423,317201,310052,0.00017834
69,485,3,62093,20210430,218199,215191,0.00012382
70,492,4,62093,20210507,171505,169886,0.00009788
71,499,5,62093,20210514,138170,135592,0.00007801
72,506,6,62093,20210521,121827,120130,0.00006919
73,513,7,62093,20210528,111062,110837,0.00006380
74,520,8,62093,20210604,151107,155459,0.00008998
75,527,9,62093,20210611,114989,121054,0.00006978
76,534,10,62093,20210618,84277,90451,0.00005210
77,541,11,62093,20210625,86338,90987,0.00005242
78,548,12,62093,20210702,89217,88993,0.00005119
79,555,13,62093,20210709,95012,97157,0.00005625
80,562,14,62093,20210716,83266,86983,0.00005009
81,569,15,62093,20210723,80904,81299,0.00004682
82,576,16,62093,20210730,80146,81591,0.00004700
83,583,17,62093,20210806,88182,90129,0.00005177
84,590,18,62093,20210813,88602,91518,0.00005264
85,597,19,62093,20210820,81845,84672,0.00004880
86,604,20,62093,20210827,82393,85598,0.00004935
87,611,21,62093,20210903,85103,88978,0.00005121
88,618,22,62093,20210910,78576,81862,0.00004716
89,625,23,62093,20210917,107858,114453,0.00006576
90,632,24,62093,20210924,88311,94208,0.00005422
91,639,25,62093,20211001,84285,90606,0.00005213
92,646,26,62093,20211008,79692,85630,0.00004934
93,653,27,62093,20211015,87330,93856,0.00005399
94,660,28,62093,20211022,98182,105020,0.00006037
95,667,29,62093,20211029,97208,104552,0.00006019
96,674,30,62093,20211105,79682,87911,0.00005060
97,681,31,62093,20211112,96436,105310,0.00006093
98,688,32,62093,20211119,83509,93806,0.00005402
99,695,33,62093,20211126,85237,94743,0.00005462
100,702,34,62093,20211203,72392,80875,0.00004656
101,709,35,62093,20211210,71916,80938,0.00004657
102,716,36,62093,20211217,78328,91642,0.00005275
103,723,37,62093,20211224,142974,156527,0.00008983
0,0,-67,20650188,20200101,27300,25034,0.00001443
1,7,-66,20650188,20200108,28896,26569,0.00001542
2,14,-65,20650188,20200115,24378,22799,0.00001311
3,21,-64,20650188,20200122,23861,22072,0.00001269
4,28,-63,20650188,20200129,24108,23013,0.00001329
5,35,-62,20650188,20200205,115522,109264,0.00006166
6,42,-61,20650188,20200212,42260,39640,0.00002293
7,49,-60,20650188,20200219,35009,33370,0.00001925
8,56,-59,20650188,20200226,30763,29664,0.00001707
9,63,-58,20650188,20200304,37647,37137,0.00002128
10,70,-57,20650188,20200311,28249,29040,0.00001675
11,77,-56,20650188,20200318,25900,24695,0.00001419
12,84,-55,20650188,20200325,26324,22477,0.00001297
13,91,-54,20650188,20200401,24883,19952,0.00001149
14,98,-53,20650188,20200408,32210,25034,0.00001444
15,105,-52,20650188,20200415,36113,29050,0.00001679
16,112,-51,20650188,20200422,30443,24466,0.00001409
17,119,-50,20650188,20200429,28837,24756,0.00001425
18,126,-49,20650188,20200506,30170,27075,0.00001558
19,133,-48,20650188,20200513,28577,26276,0.00001514
20,140,-47,20650188,20200520,29624,28385,0.00001634
21,147,-46,20650188,20200527,32546,32548,0.00001875
22,154,-45,20650188,20200603,40031,39834,0.00002288
23,161,-44,20650188,20200610,29760,30133,0.00001735
24,168,-43,20650188,20200617,29959,30802,0.00001776
25,175,-42,20650188,20200624,29562,30980,0.00001788
26,182,-41,20650188,20200701,48974,51272,0.00002914
27,189,-40,20650188,20200708,31030,31835,0.00001835
28,196,-39,20650188,20200715,33509,34108,0.00001971
29,203,-38,20650188,20200722,28521,29298,0.00001687
30,210,-37,20650188,20200729,44364,47119,0.00002723
31,217,-36,20650188,20200805,32984,35131,0.00002018
32,224,-35,20650188,20200812,33349,34319,0.00001981
33,231,-34,20650188,20200819,31223,32039,0.00001843
34,238,-33,20650188,20200826,27013,27596,0.00001596
35,245,-32,20650188,20200902,25032,26307,0.00001517
36,252,-31,20650188,20200909,26466,27421,0.00001579
37,259,-30,20650188,20200916,24994,25847,0.00001492
38,266,-29,20650188,20200923,27609,28522,0.00001639
39,273,-28,20650188,20200930,21858,22623,0.00001302
40,280,-27,20650188,20201007,22128,21652,0.00001247
41,287,-26,20650188,20201014,27542,26929,0.00001552
42,294,-25,20650188,20201021,25120,24467,0.00001409
43,301,-24,20650188,20201028,23710,23156,0.00001330
44,308,-23,20650188,20201104,23041,20696,0.00001190
45,315,-22,20650188,20201111,29328,27575,0.00001580
46,322,-21,20650188,20201118,26413,24916,0.00001434
47,329,-20,20650188,20201125,26587,25543,0.00001471
48,336,-19,20650188,20201202,24797,24391,0.00001404
49,343,-18,20650188,20201209,29961,29755,0.00001707
50,350,-17,20650188,20201216,24138,24999,0.00001436
51,357,-16,20650188,20201223,25148,25249,0.00001455
52,364,-15,20650188,20201230,148973,140577,0.00008123
53,371,-14,20650188,20210106,26914,25144,0.00001448
54,378,-13,20650188,20210113,29641,27998,0.00001612
55,385,-12,20650188,20210120,38124,35332,0.00002037
56,392,-11,20650188,20210127,50045,47932,0.00002753
57,399,-10,20650188,20210203,38216,36584,0.00002102
58,406,-9,20650188,20210210,30993,29919,0.00001724
59,413,-8,20650188,20210217,33807,32102,0.00001848
60,420,-7,20650188,20210224,37141,34472,0.00001985
61,427,-6,20650188,20210303,35639,33649,0.00001934
62,434,-5,20650188,20210310,40397,38425,0.00002197
63,441,-4,20650188,20210317,38541,37112,0.00002140
64,448,-3,20650188,20210324,75645,72891,0.00004205
65,455,-2,20650188,20210331,53112,52161,0.00002994
66,462,-1,20650188,20210407,32781,31332,0.00001802
67,469,0,20650188,20210414,1014997,1009014,0.00057160
68,476,1,20650188,20210421,101625,98941,0.00005704
69,483,2,20650188,20210428,50549,50018,0.00002871
70,490,3,20650188,20210505,38697,38293,0.00002207
71,497,4,20650188,20210512,40350,39698,0.00002284
72,504,5,20650188,20210519,39124,38435,0.00002215
73,511,6,20650188,20210526,35162,35017,0.00002017
74,518,7,20650188,20210602,33840,34514,0.00001989
75,525,8,20650188,20210609,26678,27992,0.00001612
76,532,9,20650188,20210616,27435,29248,0.00001688
77,539,10,20650188,20210623,26419,28314,0.00001630
78,546,11,20650188,20210630,37685,38154,0.00002188
79,553,12,20650188,20210707,25140,25404,0.00001461
80,560,13,20650188,20210714,25177,26432,0.00001523
81,567,14,20650188,20210721,27083,27434,0.00001578
82,574,15,20650188,20210728,26877,27227,0.00001568
83,581,16,20650188,20210804,40036,40761,0.00002333
84,588,17,20650188,20210811,35524,37085,0.00002125
85,595,18,20650188,20210818,30263,31156,0.00001794
86,602,19,20650188,20210825,27839,28823,0.00001661
87,609,20,20650188,20210901,31418,32956,0.00001899
88,616,21,20650188,20210908,32822,34148,0.00001966
89,623,22,20650188,20210915,32556,34413,0.00001981
90,630,23,20650188,20210922,27008,28731,0.00001654
91,637,24,20650188,20210929,25415,27275,0.00001570
92,644,25,20650188,20211006,29609,31781,0.00001830
93,651,26,20650188,20211013,25026,26902,0.00001547
94,658,27,20650188,20211020,23904,25605,0.00001476
95,665,28,20650188,20211027,23523,25098,0.00001446
96,672,29,20650188,20211103,23021,25259,0.00001456
97,679,30,20650188,20211110,24490,26969,0.00001551
98,686,31,20650188,20211117,24325,27057,0.00001559
99,693,32,20650188,20211124,23013,25604,0.00001475
100,700,33,20650188,20211201,25603,28777,0.00001658
101,707,34,20650188,20211208,28065,31244,0.00001798
102,714,35,20650188,20211215,22967,26692,0.00001536
103,721,36,20650188,20211222,36646,40799,0.00002373
0,2,-67,2657339,20200103,22600,20635,0.00001189
1,9,-66,2657339,20200110,19297,17907,0.00001032
2,16,-65,2657339,20200117,16931,15796,0.00000910
3,23,-64,2657339,20200124,16498,15318,0.00000881
4,30,-63,2657339,20200131,14813,14171,0.00000815
5,37,-62,2657339,20200207,15410,14277,0.00000824
6,44,-61,2657339,20200214,15925,14923,0.00000861
7,51,-60,2657339,20200221,14854,14245,0.00000821
8,58,-59,2657339,20200228,14442,13970,0.00000806
9,65,-58,2657339,20200306,14496,14340,0.00000828
10,72,-57,2657339,20200313,17803,18280,0.00001057
11,79,-56,2657339,20200320,22084,20270,0.00001170
12,86,-55,2657339,20200327,55991,47326,0.00002695
13,93,-54,2657339,20200403,33300,26339,0.00001522
14,100,-53,2657339,20200410,76636,61283,0.00003481
15,107,-52,2657339,20200417,50659,40678,0.00002348
16,114,-51,2657339,20200424,37119,29808,0.00001719
17,121,-50,2657339,20200501,36350,31820,0.00001839
18,128,-49,2657339,20200508,49804,45147,0.00002588
19,135,-48,2657339,20200515,29458,27435,0.00001585
20,142,-47,2657339,20200522,30230,29072,0.00001678
21,149,-46,2657339,20200529,26553,26680,0.00001537
22,156,-45,2657339,20200605,29186,28851,0.00001665
23,163,-44,2657339,20200612,26382,26841,0.00001547
24,170,-43,2657339,20200619,25611,26686,0.00001539
25,177,-42,2657339,20200626,58178,59250,0.00003524
26,184,-41,2657339,20200703,57909,60278,0.00003413
27,191,-40,2657339,20200710,32471,33388,0.00001921
28,198,-39,2657339,20200717,22114,22542,0.00001301
29,205,-38,2657339,20200724,24486,25256,0.00001456
30,212,-37,2657339,20200731,21259,22738,0.00001308
31,219,-36,2657339,20200807,21271,22367,0.00001287
32,226,-35,2657339,20200814,22644,23404,0.00001349
33,233,-34,2657339,20200821,19943,20397,0.00001176
34,240,-33,2657339,20200828,21666,22329,0.00001287
35,247,-32,2657339,20200904,20669,21636,0.00001246
36,254,-31,2657339,20200911,19083,19805,0.00001141
37,261,-30,2657339,20200918,18964,19550,0.00001125
38,268,-29,2657339,20200925,20250,20880,0.00001209
39,275,-28,2657339,20201002,24173,24745,0.00001410
40,282,-27,2657339,20201009,21311,20899,0.00001204
41,289,-26,2657339,20201016,63856,61393,0.00003590
42,296,-25,2657339,20201023,48822,47134,0.00002728
43,303,-24,2657339,20201030,43118,41216,0.00002365
44,310,-23,2657339,20201106,40032,35967,0.00002089
45,317,-22,2657339,20201113,33613,31459,0.00001816
46,324,-21,2657339,20201120,32305,30627,0.00001770
47,331,-20,2657339,20201127,29352,28237,0.00001631
48,338,-19,2657339,20201204,24437,24104,0.00001390
49,345,-18,2657339,20201211,25154,25004,0.00001441
50,352,-17,2657339,20201218,26540,27890,0.00001606
51,359,-16,2657339,20201225,33991,33488,0.00001931
52,366,-15,2657339,20210101,31548,29313,0.00001696
53,373,-14,2657339,20210108,31012,28662,0.00001659
54,380,-13,2657339,20210115,27252,25607,0.00001473
55,387,-12,2657339,20210122,28674,26960,0.00001557
56,394,-11,2657339,20210129,27083,25839,0.00001493
57,401,-10,2657339,20210205,26455,25194,0.00001458
58,408,-9,2657339,20210212,27875,26707,0.00001541
59,415,-8,2657339,20210219,27575,25936,0.00001495
60,422,-7,2657339,20210226,32065,29946,0.00001722
61,429,-6,2657339,20210305,25157,23716,0.00001366
62,436,-5,2657339,20210312,36498,35112,0.00001991
63,443,-4,2657339,20210319,21883,21018,0.00001212
64,450,-3,2657339,20210326,20862,20397,0.00001178
65,457,-2,2657339,20210402,21396,20724,0.00001195
66,464,-1,2657339,20210409,24346,23222,0.00001345
67,471,0,2657339,20210416,3251087,3204351,0.00182992
68,478,1,2657339,20210423,214178,208472,0.00012042
69,485,2,2657339,20210430,98687,97140,0.00005600
70,492,3,2657339,20210507,73732,73023,0.00004208
71,499,4,2657339,20210514,64843,63539,0.00003661
72,506,5,2657339,20210521,65674,64766,0.00003730
73,513,6,2657339,20210528,79576,79404,0.00004571
74,520,7,2657339,20210604,66228,68340,0.00003944
75,527,8,2657339,20210611,57167,60207,0.00003469
76,534,9,2657339,20210618,50815,54497,0.00003142
77,541,10,2657339,20210625,48922,51645,0.00002970
78,548,11,2657339,20210702,55024,54833,0.00003157
79,555,12,2657339,20210709,53221,54846,0.00003151
80,562,13,2657339,20210716,59919,62631,0.00003605
81,569,14,2657339,20210723,51287,51536,0.00002968
82,576,15,2657339,20210730,52014,52974,0.00003050
83,583,16,2657339,20210806,53176,53981,0.00003122
84,590,17,2657339,20210813,63877,65774,0.00003795
85,597,18,2657339,20210820,62717,64876,0.00003740
86,604,19,2657339,20210827,58405,60633,0.00003498
87,611,20,2657339,20210903,62288,64924,0.00003748
88,618,21,2657339,20210910,54771,56976,0.00003287
89,625,22,2657339,20210917,61830,65118,0.00003770
90,632,23,2657339,20210924,50475,53784,0.00003099
91,639,24,2657339,20211001,113865,121068,0.00007043
92,646,25,2657339,20211008,70731,75907,0.00004379
93,653,26,2657339,20211015,52353,56137,0.00003237
94,660,27,2657339,20211022,48640,51959,0.00002991
95,667,28,2657339,20211029,47861,51410,0.00002963
96,674,29,2657339,20211105,50077,55154,0.00003180
97,681,30,2657339,20211112,55353,60658,0.00003498
98,688,31,2657339,20211119,49946,55992,0.00003231
99,695,32,2657339,20211126,44645,49686,0.00002861
100,702,33,2657339,20211203,65193,72190,0.00004193
101,709,34,2657339,20211210,63297,70672,0.00004099
102,716,35,2657339,20211217,64413,75025,0.00004338
103,723,36,2657339,20211224,93915,102163,0.00005901
0,2,-76,20024623,20200103,11250,10177,0.00000592
1,9,-75,20024623,20200110,8837,8238,0.00000473
2,16,-74,20024623,20200117,9263,8624,0.00000498
3,23,-73,20024623,20200124,8734,8141,0.00000466
4,30,-72,20024623,20200131,8358,8031,0.00000460
5,37,-71,20024623,20200207,7412,6928,0.00000396
6,44,-70,20024623,20200214,7584,7112,0.00000410
7,51,-69,20024623,20200221,9851,9540,0.00000544
8,58,-68,20024623,20200228,7492,7272,0.00000418
9,65,-67,20024623,20200306,6578,6532,0.00000376
10,72,-66,20024623,20200313,10168,10357,0.00000604
11,79,-65,20024623,20200320,8186,7607,0.00000434
12,86,-64,20024623,20200327,11712,9781,0.00000564
13,93,-63,20024623,20200403,13568,10700,0.00000620
14,100,-62,20024623,20200410,11907,9523,0.00000541
15,107,-61,20024623,20200417,12434,10010,0.00000576
16,114,-60,20024623,20200424,17109,13768,0.00000793
17,121,-59,20024623,20200501,11519,10103,0.00000583
18,128,-58,20024623,20200508,17103,15377,0.00000889
19,135,-57,20024623,20200515,8952,8347,0.00000482
20,142,-56,20024623,20200522,13516,13071,0.00000750
21,149,-55,20024623,20200529,14421,14231,0.00000835
22,156,-54,20024623,20200605,10193,10096,0.00000581
23,163,-53,20024623,20200612,9336,9498,0.00000547
24,170,-52,20024623,20200619,12411,12859,0.00000746
25,177,-51,20024623,20200626,10345,10874,0.00000627
26,184,-50,20024623,20200703,12968,13375,0.00000764
27,191,-49,20024623,20200710,10241,10511,0.00000606
28,198,-48,20024623,20200717,10309,10528,0.00000606
29,205,-47,20024623,20200724,13006,13255,0.00000773
30,212,-46,20024623,20200731,8543,9134,0.00000525
31,219,-45,20024623,20200807,13049,13793,0.00000790
32,226,-44,20024623,20200814,23358,24229,0.00001392
33,233,-43,20024623,20200821,12340,12659,0.00000728
34,240,-42,20024623,20200828,13649,14031,0.00000811
35,247,-41,20024623,20200904,20964,21878,0.00001264
36,254,-40,20024623,20200911,10956,11396,0.00000655
37,261,-39,20024623,20200918,15872,16423,0.00000942
38,268,-38,20024623,20200925,10487,10870,0.00000626
39,275,-37,20024623,20201002,12065,12265,0.00000704
40,282,-36,20024623,20201009,13771,13553,0.00000778
41,289,-35,20024623,20201016,18441,18064,0.00001037
42,296,-34,20024623,20201023,9179,8917,0.00000513
43,303,-33,20024623,20201030,13622,13155,0.00000747
44,310,-32,20024623,20201106,7974,7240,0.00000416
45,317,-31,20024623,20201113,10047,9485,0.00000543
46,324,-30,20024623,20201120,15955,15184,0.00000874
47,331,-29,20024623,20201127,14842,14343,0.00000825
48,338,-28,20024623,20201204,12104,11986,0.00000688
49,345,-27,20024623,20201211,9548,9498,0.00000547
50,352,-26,20024623,20201218,7607,7994,0.00000460
51,359,-25,20024623,20201225,8503,8355,0.00000483
52,366,-24,20024623,20210101,11897,11097,0.00000639
53,373,-23,20024623,20210108,9522,8784,0.00000509
54,380,-22,20024623,20210115,8711,8173,0.00000471
55,387,-21,20024623,20210122,9452,8940,0.00000513
56,394,-20,20024623,20210129,10769,10328,0.00000593
57,401,-19,20024623,20210205,11462,10942,0.00000632
58,408,-18,20024623,20210212,9141,8795,0.00000505
59,415,-17,20024623,20210219,8036,7555,0.00000436
60,422,-16,20024623,20210226,9577,8951,0.00000514
61,429,-15,20024623,20210305,9555,9009,0.00000519
62,436,-14,20024623,20210312,9002,8561,0.00000491
63,443,-13,20024623,20210319,9243,8889,0.00000512
64,450,-12,20024623,20210326,7806,7674,0.00000441
65,457,-11,20024623,20210402,6865,6669,0.00000384
66,464,-10,20024623,20210409,7445,7108,0.00000411
67,471,-9,20024623,20210416,14197,13930,0.00000799
68,478,-8,20024623,20210423,16024,15795,0.00000901
69,485,-7,20024623,20210430,9809,9685,0.00000557
70,492,-6,20024623,20210507,11717,11664,0.00000669
71,499,-5,20024623,20210514,22289,22063,0.00001258
72,506,-4,20024623,20210521,19648,19432,0.00001116
73,513,-3,20024623,20210528,15882,15705,0.00000912
74,520,-2,20024623,20210604,134787,140542,0.00008026
75,527,-1,20024623,20210611,42938,44394,0.00002606
76,534,0,20024623,20210618,1174378,1259667,0.00072605
77,541,1,20024623,20210625,97141,103610,0.00005897
78,548,2,20024623,20210702,51314,51531,0.00002944
79,555,3,20024623,20210709,43551,44542,0.00002578
80,562,4,20024623,20210716,29916,31305,0.00001800
81,569,5,20024623,20210723,35006,35211,0.00002026
82,576,6,20024623,20210730,46718,47585,0.00002739
83,583,7,20024623,20210806,170642,168991,0.00010019
84,590,8,20024623,20210813,28610,29674,0.00001700
85,597,9,20024623,20210820,21099,21851,0.00001258
86,604,10,20024623,20210827,15806,16416,0.00000947
87,611,11,20024623,20210903,16261,17027,0.00000978
88,618,12,20024623,20210910,13654,14256,0.00000819
89,625,13,20024623,20210917,12358,13090,0.00000753
90,632,14,20024623,20210924,13042,13961,0.00000801
91,639,15,20024623,20211001,11349,12284,0.00000702
92,646,16,20024623,20211008,9757,10498,0.00000604
93,653,17,20024623,20211015,11004,11736,0.00000680
94,660,18,20024623,20211022,11861,12722,0.00000729
95,667,19,20024623,20211029,9277,10029,0.00000574
96,674,20,20024623,20211105,10515,11609,0.00000668
97,681,21,20024623,20211112,9291,10209,0.00000587
98,688,22,20024623,20211119,11412,12873,0.00000738
99,695,23,20024623,20211126,9294,10389,0.00000596
100,702,24,20024623,20211203,10669,11901,0.00000686
101,709,25,20024623,20211210,10453,11766,0.00000677
102,716,26,20024623,20211217,8138,9532,0.00000548
103,723,27,20024623,20211224,7980,8696,0.00000501
0,0,-77,602388,20200101,14398,13205,0.00000761
1,7,-76,602388,20200108,17076,15821,0.00000911
2,14,-75,602388,20200115,20096,18867,0.00001081
3,21,-74,602388,20200122,15718,14592,0.00000836
4,28,-73,602388,20200129,25002,23966,0.00001378
5,35,-72,602388,20200205,27700,26031,0.00001479
6,42,-71,602388,20200212,15214,14387,0.00000826
7,49,-70,602388,20200219,13324,12729,0.00000733
8,56,-69,602388,20200226,19884,19059,0.00001104
9,63,-68,602388,20200304,18790,18441,0.00001062
10,70,-67,602388,20200311,14984,15475,0.00000888
11,77,-66,602388,20200318,11735,11190,0.00000643
12,84,-65,602388,20200325,16336,13976,0.00000805
13,91,-64,602388,20200401,15914,12797,0.00000735
14,98,-63,602388,20200408,18523,14452,0.00000831
15,105,-62,602388,20200415,18453,14901,0.00000858
16,112,-61,602388,20200422,20420,16345,0.00000945
17,119,-60,602388,20200429,24122,20709,0.00001192
18,126,-59,602388,20200506,14510,13031,0.00000750
19,133,-58,602388,20200513,15949,14658,0.00000845
20,140,-57,602388,20200520,13155,12626,0.00000726
21,147,-56,602388,20200527,17842,17837,0.00001028
22,154,-55,602388,20200603,17715,17617,0.00001012
23,161,-54,602388,20200610,16686,16876,0.00000973
24,168,-53,602388,20200617,17243,17774,0.00001022
25,175,-52,602388,20200624,13653,14423,0.00000826
